"scenario_index","scenario_id","scenario_type","q_epsilon_target","range_block_ratio","microscale","true_nugget","partial_sill","true_sill","sigma2_eps","observed_nugget","observed_sill","spherical_range","spherical_range_block_units","target_r2_block","prediction_relation","n_reps","n_sample","n_blocks_side","fine_per_block","q_epsilon_target_mean","q_epsilon_target_sd","q_epsilon_target_q025","q_epsilon_target_q975","q_epsilon_theoretical_mean","q_epsilon_theoretical_sd","q_epsilon_theoretical_q025","q_epsilon_theoretical_q975","q_epsilon_empirical_mean","q_epsilon_empirical_sd","q_epsilon_empirical_q025","q_epsilon_empirical_q975","range_block_ratio_mean","range_block_ratio_sd","range_block_ratio_q025","range_block_ratio_q975","true_nugget_mean","true_nugget_sd","true_nugget_q025","true_nugget_q975","partial_sill_mean","partial_sill_sd","partial_sill_q025","partial_sill_q975","true_sill_mean","true_sill_sd","true_sill_q025","true_sill_q975","sigma2_eps_mean","sigma2_eps_sd","sigma2_eps_q025","sigma2_eps_q975","observed_nugget_mean","observed_nugget_sd","observed_nugget_q025","observed_nugget_q975","observed_sill_mean","observed_sill_sd","observed_sill_q025","observed_sill_q975","spherical_range_mean","spherical_range_sd","spherical_range_q025","spherical_range_q975","spherical_range_block_units_mean","spherical_range_block_units_sd","spherical_range_block_units_q025","spherical_range_block_units_q975","target_r2_block_mean","target_r2_block_sd","target_r2_block_q025","target_r2_block_q975","sigma2_obs_theoretical_mean","sigma2_obs_theoretical_sd","sigma2_obs_theoretical_q025","sigma2_obs_theoretical_q975","sigma2_obs_empirical_mean","sigma2_obs_empirical_sd","sigma2_obs_empirical_q025","sigma2_obs_empirical_q975","sigma2_delta_theoretical_mean","sigma2_delta_theoretical_sd","sigma2_delta_theoretical_q025","sigma2_delta_theoretical_q975","sigma2_delta_empirical_mean","sigma2_delta_empirical_sd","sigma2_delta_empirical_q025","sigma2_delta_empirical_q975","cov_point_block_theoretical_mean","cov_point_block_theoretical_sd","cov_point_block_theoretical_q025","cov_point_block_theoretical_q975","var_block_theoretical_mean","var_block_theoretical_sd","var_block_theoretical_q025","var_block_theoretical_q975","lambda_theoretical_mean","lambda_theoretical_sd","lambda_theoretical_q025","lambda_theoretical_q975","lambda_empirical_mean","lambda_empirical_sd","lambda_empirical_q025","lambda_empirical_q975","n_negative_eigenvalues_mean","n_negative_eigenvalues_sd","n_negative_eigenvalues_q025","n_negative_eigenvalues_q975","r_obs_mean","r_obs_sd","r_obs_q025","r_obs_q975","R2_obs_mean","R2_obs_sd","R2_obs_q025","R2_obs_q975","RMSE_obs_mean","RMSE_obs_sd","RMSE_obs_q025","RMSE_obs_q975","r_true_point_mean","r_true_point_sd","r_true_point_q025","r_true_point_q975","R2_true_point_mean","R2_true_point_sd","R2_true_point_q025","R2_true_point_q975","RMSE_true_point_mean","RMSE_true_point_sd","RMSE_true_point_q025","RMSE_true_point_q975","r_block_true_mean","r_block_true_sd","r_block_true_q025","r_block_true_q975","R2_block_true_mean","R2_block_true_sd","R2_block_true_q025","R2_block_true_q975","RMSE_block_true_mean","RMSE_block_true_sd","RMSE_block_true_q025","RMSE_block_true_q975","r_ME_mean","r_ME_sd","r_ME_q025","r_ME_q975","R2_ME_mean","R2_ME_sd","R2_ME_q025","R2_ME_q975","RMSE_ME_mean","RMSE_ME_sd","RMSE_ME_q025","RMSE_ME_q975","r_B_hat_mean","r_B_hat_sd","r_B_hat_q025","r_B_hat_q975","R2_B_hat_mean","R2_B_hat_sd","R2_B_hat_q025","R2_B_hat_q975","RMSE_B_hat_mean","RMSE_B_hat_sd","RMSE_B_hat_q025","RMSE_B_hat_q975","R2_obs_bias_mean","R2_ME_bias_mean","R2_B_hat_bias_mean","RMSE_obs_bias_mean","RMSE_ME_bias_mean","RMSE_B_hat_bias_mean","lower_value_hold_rate"
22,"sc022_q010_rb50_micro-moderate_r260_block_targeted","core",0.1,50,"moderate",0.2,0.8,1,0.111111111111111,0.311111111111111,1.11111111111111,250,50,0.6,"block_targeted",200,500,40,5,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.0998109532543414,0.00541357394632569,0.0904896771384233,0.109153268040951,50,0,50,50,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0.311111111111111,0,0.311111111111111,0.311111111111111,1.11111111111111,0,1.11111111111111,1.11111111111111,250,0,250,250,50,0,50,50,0.6,0,0.6,0.6,1.11111111111111,0,1.11111111111111,1.11111111111111,1.11646871973352,0.0604111104343332,1.0179378947729,1.2278871532004,0.212227591083751,0,0.212227591083751,0.212227591083751,0.244177191570695,0.0234468966619712,0.202107105698047,0.290639743995915,NA,NA,NA,NA,0.787772408916249,0,0.787772408916249,0.787772408916249,0.708995168024624,0,0.708995168024624,0.708995168024624,0.679818190224429,0.0236709613721819,0.632303961122825,0.721024878789823,802,0,802,802,0.638203193930396,0.0196691510011368,0.5999672950247,0.677190121625369,0.407688257866559,0.0251473936021349,0.359960764514254,0.458586486831996,0.835708487444831,0.0221930675637646,0.794875587038719,0.880791132259482,0.672895920663897,0.0171340364520073,0.642236874444902,0.705701222418147,0.453081027375226,0.023073561453286,0.412468211460875,0.498014231725554,0.766359304730164,0.0218228518541106,0.721725869720761,0.810558512988069,0.774596669241483,7.5487945433725e-17,0.774596669241483,0.774596669241484,0.6,1.30036423170285e-16,0.6,0.6,0.583225592176892,0.0154585037634796,0.552710865336103,0.609429284883718,0.6727252342714,0.0207331056017912,0.632421057962753,0.713821064434204,0.452986953185066,0.0279415484468166,0.399956405015838,0.50954054092444,0.766292676078567,0.0242094929513128,0.721606583737247,0.815280261739161,0.757944377436232,0.0233595233493642,0.712534569294543,0.804246124154128,0.575022618281652,0.0354690620419878,0.507705525719115,0.646811864895628,0.612081282693821,0.0303504945197148,0.555417292087584,0.672647237655972,-0.192311742133441,-0.147013046814934,-0.0249773817183481,0.252482895267939,0.183067083901675,0.0288556905169289,1
23,"sc023_q025_rb50_micro-moderate_r260_block_targeted","core",0.25,50,"moderate",0.2,0.8,1,0.333333333333333,0.533333333333333,1.33333333333333,250,50,0.6,"block_targeted",200,500,40,5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.250848174346172,0.0138605714583798,0.226495979661751,0.280323961358563,50,0,50,50,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.533333333333333,0,0.533333333333333,0.533333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,250,0,250,250,50,0,50,50,0.6,0,0.6,0.6,1.33333333333333,0,1.33333333333333,1.33333333333333,1.33277954298472,0.0721916284845885,1.18910067740335,1.47169649769973,0.212227591083751,0,0.212227591083751,0.212227591083751,0.242735502298431,0.0223288929081337,0.207294083405854,0.291933507547488,NA,NA,NA,NA,0.787772408916249,0,0.787772408916249,0.787772408916249,0.590829306687187,0,0.590829306687187,0.590829306687187,0.567893453854143,0.0242091050503183,0.523736665291974,0.617623970678377,802,0,802,802,0.582292997584201,0.0254925145745338,0.530524067467702,0.627517762398555,0.339711753993431,0.0295614808700382,0.28145579345211,0.3937785422133,0.958378294360487,0.0323012587747566,0.906324444134883,1.02008336922478,0.673383817376783,0.0187728110047499,0.635056506509633,0.70874097732939,0.453796421845783,0.0252366424129368,0.403297326798732,0.502313774319416,0.764164589113839,0.0246845379306155,0.715931343443952,0.809536590563193,0.774596669241483,7.63040550482136e-17,0.774596669241483,0.774596669241484,0.6,1.33792760039128e-16,0.6,0.6,0.584206597766161,0.0157821071456668,0.55525078553018,0.617537617831893,0.672374037804946,0.0294362203038551,0.612596426328106,0.724595098084155,0.452949005324575,0.0394153078267176,0.37527439126948,0.525038056284399,0.764569320383426,0.0404439006992286,0.698634630476799,0.840973642628104,0.757548692283418,0.0331651267644886,0.690198603112897,0.816384985328458,0.574974447185455,0.0500338770190516,0.476374124076967,0.66648444441803,0.609431386152015,0.0507191569658199,0.525225806473379,0.703568739173051,-0.260288246006569,-0.147050994675425,-0.0250255528145451,0.374171696594326,0.180362722617265,0.0252247883858545,1
24,"sc024_q040_rb50_micro-moderate_r260_block_targeted","core",0.4,50,"moderate",0.2,0.8,1,0.666666666666667,0.866666666666667,1.66666666666667,250,50,0.6,"block_targeted",200,500,40,5,0.4,0,0.4,0.4,0.4,0,0.4,0.4,0.402131945896072,0.0246310326692996,0.354245315950413,0.452385081625733,50,0,50,50,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0.866666666666667,0,0.866666666666667,0.866666666666667,1.66666666666667,0,1.66666666666667,1.66666666666667,250,0,250,250,50,0,50,50,0.6,0,0.6,0.6,1.66666666666667,0,1.66666666666667,1.66666666666667,1.66406272618989,0.10257639051869,1.47367114830413,1.88193554487874,0.212227591083751,0,0.212227591083751,0.212227591083751,0.241537215191515,0.0243409325349525,0.206365869969293,0.301309104146551,NA,NA,NA,NA,0.787772408916249,0,0.787772408916249,0.787772408916249,0.47266344534975,0,0.47266344534975,0.47266344534975,0.456093920660868,0.0240645011682297,0.40718198697862,0.498282821075255,802,0,802,802,0.52298584160503,0.027691689943706,0.471550999411428,0.581289386101757,0.2742771860628,0.0289991303304202,0.222364733940969,0.337897540707699,1.11601341620198,0.0317084356735509,1.05810851801681,1.17985912704728,0.67589031395643,0.0178469753419749,0.639173481891596,0.708393465647493,0.457144638456335,0.0240884727445915,0.408542753207565,0.501821380260145,0.761616774496101,0.0251693061818965,0.710821472024598,0.807315874311291,0.774596669241483,8.14095924217365e-17,0.774596669241483,0.774596669241484,0.6,1.38344829136637e-16,0.6,0.6,0.584358215421967,0.0156915944197238,0.555491316090737,0.615533533638846,0.675171818279517,0.0357498179934376,0.608769722535974,0.750441370566412,0.457128643438,0.0483318838840337,0.370607889901615,0.563162567846165,0.76003882468638,0.046599558022952,0.672998482223559,0.851704693920286,0.760700888562036,0.0402785151531318,0.685887142094936,0.845505398697266,0.580280088848097,0.0613525979546867,0.470450457145948,0.71487978186608,0.6034369844574,0.0589343468271017,0.490611198358132,0.71636114370316,-0.3257228139372,-0.142871356562,-0.0197199111519033,0.531655200780013,0.175680609264412,0.0190787690354322,0.995
25,"sc025_q000_rb02_micro-moderate_r280_block_targeted","core",0,2,"moderate",0.2,0.8,1,0,0.2,1,10,2,0.8,"block_targeted",200,500,40,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,1,0,1,1,10,0,10,10,2,0,2,2,0.8,0,0.8,0.8,1,0,1,1,0.991710659495193,0.0580390521048545,0.885770554895474,1.10910427144816,0.494444953959777,0,0.494444953959777,0.494444953959777,0.496346785527508,0.0337470145128961,0.43461292342439,0.558898248389186,NA,NA,NA,NA,0.505555046040223,0,0.505555046040223,0.505555046040223,0.505555046040223,0,0.505555046040223,0.505555046040223,0.501916826824171,0.0231116789438488,0.455373680548451,0.543674690191122,0,0,0,0,0.631493484450644,0.0261626655579267,0.579079676616983,0.679211545152757,0.399465083547366,0.0328493166218501,0.335333328281136,0.461328340333097,0.775256041358048,0.0253451408775688,0.729101763924327,0.825352546258587,0.631493484450644,0.0261626655579267,0.579079676616983,0.679211545152757,0.399465083547366,0.0328493166218501,0.335333328281136,0.461328340333097,0.775256041358048,0.0253451408775688,0.729101763924327,0.825352546258587,0.894427190999916,9.70298780565961e-17,0.894427190999916,0.894427190999916,0.8,1.76333793301047e-16,0.8,0.8,0.324443216353535,0.00858594506260317,0.307486897030065,0.340936609744567,0.631493484450644,0.0261626655579267,0.579079676616983,0.679211545152757,0.399465083547366,0.0328493166218501,0.335333328281136,0.461328340333097,0.775256041358048,0.0253451408775688,0.729101763924327,0.825352546258587,0.888146582954645,0.0367957589245308,0.814430629467645,0.955258332483893,0.790151511049469,0.0649767357266898,0.663297361796001,0.91251851592911,0.321372481865409,0.0628939275121641,0.192723957619074,0.432159468595389,-0.400534916452634,-0.400534916452634,-0.0098484889505307,0.450812825004513,0.450812825004513,-0.00307073448812689,1
26,"sc026_q010_rb02_micro-moderate_r280_block_targeted","core",0.1,2,"moderate",0.2,0.8,1,0.111111111111111,0.311111111111111,1.11111111111111,10,2,0.8,"block_targeted",200,500,40,5,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.100373739285871,0.00600030372979955,0.0884141857329651,0.112725721144562,2,0,2,2,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0.311111111111111,0,0.311111111111111,0.311111111111111,1.11111111111111,0,1.11111111111111,1.11111111111111,10,0,10,10,2,0,2,2,0.8,0,0.8,0.8,1.11111111111111,0,1.11111111111111,1.11111111111111,1.11092814472262,0.0667188114924736,0.985679874479961,1.25671267992707,0.494444953959777,0,0.494444953959777,0.494444953959777,0.493959464832718,0.0336327398109434,0.430487166149033,0.561921592115455,NA,NA,NA,NA,0.505555046040223,0,0.505555046040223,0.505555046040223,0.454999541436201,0,0.454999541436201,0.454999541436201,0.454241297317745,0.0224362720287341,0.408102543451732,0.49306581003333,0,0,0,0,0.603218279191849,0.0265652275943627,0.551764726284758,0.655297128068165,0.36457447511173,0.0319208146012977,0.304444377142959,0.42941433908433,0.843205191708008,0.0261479454589293,0.795987899948871,0.897391743380965,0.635229071689602,0.0248290687339629,0.588013134276461,0.682683231885177,0.404129373760558,0.0315112426684865,0.345759446232116,0.466056401279666,0.774776036598487,0.0249529631474087,0.722587171485575,0.824802987405609,0.894427190999916,8.9387861363983e-17,0.894427190999916,0.894427190999916,0.8,1.55821264772076e-16,0.8,0.8,0.325640617147168,0.00904960182515412,0.308609831709103,0.342271503255232,0.635847896164532,0.0280022085863139,0.581611089199737,0.690743822954152,0.405082750124145,0.0354675717792196,0.338271530158843,0.477127043427033,0.774440676155141,0.0284582000627973,0.722831653033214,0.833187070328777,0.894270725134562,0.0393829334482416,0.817990864831557,0.971477586324497,0.80126339020245,0.0701557071915721,0.669109195543326,0.94376872936814,0.319155051927277,0.0698806773258905,0.178811961044795,0.44723223371919,-0.43542552488827,-0.394917249875855,0.00126339020244959,0.51756457456084,0.448800059007972,-0.00648556521989124,1
27,"sc027_q025_rb02_micro-moderate_r280_block_targeted","core",0.25,2,"moderate",0.2,0.8,1,0.333333333333333,0.533333333333333,1.33333333333333,10,2,0.8,"block_targeted",200,500,40,5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.251876944123643,0.0150839469201935,0.226149246548653,0.283624866307944,2,0,2,2,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.533333333333333,0,0.533333333333333,0.533333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,10,0,10,10,2,0,2,2,0.8,0,0.8,0.8,1.33333333333333,0,1.33333333333333,1.33333333333333,1.32806503619758,0.0786025444011196,1.17526227073422,1.47395300926612,0.494444953959777,0,0.494444953959777,0.494444953959777,0.496196338780947,0.0328052080549645,0.442087101844115,0.564889977601232,NA,NA,NA,NA,0.505555046040223,0,0.505555046040223,0.505555046040223,0.379166284530167,0,0.379166284530167,0.379166284530167,0.378994668243964,0.020503058642697,0.341523440646437,0.413846672456551,0,0,0,0,0.550638668591902,0.030179428502842,0.491013603844109,0.608160014099977,0.304109187263897,0.0332329516842716,0.241095436763355,0.369858658283469,0.964109993362322,0.0309198539486764,0.909508944410175,1.02156932964234,0.6363802444719,0.0250926298943327,0.592709275528576,0.680829118493251,0.405606307428754,0.0319095215232873,0.351304304181138,0.463528322679476,0.774666840193878,0.0248750599850137,0.726236389490253,0.823719995114665,0.894427190999916,9.63894098160277e-17,0.894427190999916,0.894427190999916,0.8,1.832244112553e-16,0.8,0.8,0.325775362645133,0.00905417057993774,0.30593354078552,0.340921174349935,0.635822767075503,0.0348482023402097,0.56697367271033,0.702242695701976,0.405478916351862,0.0443106022456955,0.32146058235114,0.493144877711292,0.771779781076753,0.0385930015558933,0.702760811151762,0.842775471949239,0.891693915738299,0.0461156382042227,0.796324676917193,0.965782339376933,0.797233841185933,0.0816999549313965,0.634145743782785,0.932737521123804,0.311507500588872,0.0956577947725361,0.117251807491871,0.465358872718614,-0.495890812736103,-0.394521083648138,-0.00276615881406739,0.638334630717189,0.44600441843162,-0.014267862056261,1
28,"sc028_q040_rb02_micro-moderate_r280_block_targeted","core",0.4,2,"moderate",0.2,0.8,1,0.666666666666667,0.866666666666667,1.66666666666667,10,2,0.8,"block_targeted",200,500,40,5,0.4,0,0.4,0.4,0.4,0,0.4,0.4,0.403550490589434,0.0264328726101939,0.356729120279061,0.462917339218095,2,0,2,2,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0.866666666666667,0,0.866666666666667,0.866666666666667,1.66666666666667,0,1.66666666666667,1.66666666666667,10,0,10,10,2,0,2,2,0.8,0,0.8,0.8,1.66666666666667,0,1.66666666666667,1.66666666666667,1.65895183032175,0.107054906696811,1.44014272373279,1.86883306358602,0.494444953959777,0,0.494444953959777,0.494444953959777,0.492248796569762,0.0298524825268762,0.439761546272098,0.551209554735809,NA,NA,NA,NA,0.505555046040223,0,0.505555046040223,0.505555046040223,0.303333027624134,0,0.303333027624134,0.303333027624134,0.302939715198919,0.0195227452831505,0.267160055654382,0.338726730538693,0,0,0,0,0.493012382585112,0.0329830662328985,0.420884876934978,0.552132180339168,0.244143652627082,0.0323669317115411,0.17714414879443,0.304849956721205,1.12220142088177,0.0377076710261031,1.04954400362577,1.19431854679718,0.635334713310122,0.0240799600885986,0.590663326177942,0.681320679783738,0.404227143192334,0.0306098513670039,0.348883179483227,0.464198456151632,0.772981797971994,0.0242192273329955,0.720302984863569,0.817042612708849,0.894427190999916,8.79910901014138e-17,0.894427190999916,0.894427190999916,0.8,1.68060678646237e-16,0.8,0.8,0.325346804862851,0.00882428631982176,0.309350371520117,0.341822104018865,0.636476249075392,0.0425809554089574,0.543360039679909,0.712799579786263,0.406906087711803,0.0539448861859018,0.295240247990716,0.508083261202008,0.76882209739423,0.0548795303086809,0.659451227326187,0.871624891212569,0.891216214817142,0.0562677758218158,0.76373496463749,0.986169933921103,0.797416084238639,0.0991271219481471,0.583292446709012,0.972536332632425,0.317090523439226,0.117358928588833,0.097626062438638,0.518351156742775,-0.555856347372918,-0.393093912288197,-0.00258391576136086,0.796854616018915,0.443475292531379,-0.00825628142362522,1
29,"sc029_q000_rb10_micro-moderate_r280_block_targeted","core",0,10,"moderate",0.2,0.8,1,0,0.2,1,50,10,0.8,"block_targeted",200,500,40,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0,0,0,0,0.2,0,0.2,0.2,1,0,1,1,50,0,50,50,10,0,10,10,0.8,0,0.8,0.8,1,0,1,1,1.00117040421444,0.0548560758489709,0.895056609824447,1.1078885312822,0.261051456779261,0,0.261051456779261,0.261051456779261,0.266392109647511,0.0204477068096297,0.2282716696566,0.315011111084561,NA,NA,NA,NA,0.738948543220739,0,0.738948543220739,0.738948543220739,0.738948543220739,0,0.738948543220739,0.738948543220739,0.733067229177928,0.0229868261078511,0.692262425473894,0.774069058565519,0,0,0,0,0.767433329450777,0.0156812585668632,0.736323858749293,0.798714519538832,0.589198587512795,0.0240582969274558,0.542172925936363,0.637944883871421,0.646848813362082,0.0221198166665536,0.606921210680296,0.691067963689441,0.767433329450777,0.0156812585668632,0.736323858749293,0.798714519538832,0.589198587512795,0.0240582969274558,0.542172925936363,0.637944883871421,0.646848813362082,0.0221198166665536,0.606921210680296,0.691067963689441,0.894427190999916,8.54918460951099e-17,0.894427190999916,0.894427190999916,0.8,1.6971106860342e-16,0.8,0.8,0.392788502225864,0.0113560234964159,0.371814289961301,0.416504515014611,0.767433329450777,0.0156812585668632,0.736323858749293,0.798714519538832,0.589198587512795,0.0240582969274558,0.542172925936363,0.637944883871421,0.646848813362082,0.0221198166665536,0.606921210680296,0.691067963689441,0.892757603958387,0.0182420573722328,0.856567858923797,0.929147110695036,0.797347248219406,0.0325574725712249,0.733708633585336,0.863314353514943,0.395660605353342,0.0361662242555071,0.327569660185166,0.465320828006845,-0.210801412487205,-0.210801412487205,-0.0026527517805941,0.254060311136218,0.254060311136218,0.00287210312747738,1
30,"sc030_q010_rb10_micro-moderate_r280_block_targeted","core",0.1,10,"moderate",0.2,0.8,1,0.111111111111111,0.311111111111111,1.11111111111111,50,10,0.8,"block_targeted",200,500,40,5,0.1,0,0.1,0.1,0.1,0,0.1,0.1,0.100686116187187,0.00608301375073736,0.0892158290787473,0.113942596012259,10,0,10,10,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.111111111111111,0,0.111111111111111,0.111111111111111,0.311111111111111,0,0.311111111111111,0.311111111111111,1.11111111111111,0,1.11111111111111,1.11111111111111,50,0,50,50,10,0,10,10,0.8,0,0.8,0.8,1.11111111111111,0,1.11111111111111,1.11111111111111,1.10752564466076,0.0665198659311684,0.975149982286033,1.24541926063326,0.261051456779261,0,0.261051456779261,0.261051456779261,0.265874829358783,0.0206061325646008,0.227776148755963,0.303906621911573,NA,NA,NA,NA,0.738948543220739,0,0.738948543220739,0.738948543220739,0.665053688898665,0,0.665053688898665,0.665053688898665,0.663270726687542,0.0222420762736119,0.620871573607199,0.703871761868526,0,0,0,0,0.726903675747266,0.0184868821845031,0.68962811707472,0.763071746998868,0.528729009803725,0.0268394596136479,0.475586997266155,0.582278511729752,0.728086910382349,0.0238370844741272,0.678286641425558,0.773161007026546,0.766671080497873,0.0153056673783778,0.739709899517697,0.794959609730933,0.588017637808404,0.0234438029322869,0.547171252156897,0.631960781766721,0.648399695795683,0.0215036158456228,0.60635308746588,0.687362806355355,0.894427190999916,9.07631399920594e-17,0.894427190999916,0.894427190999916,0.8,1.72426618127779e-16,0.8,0.8,0.394116248615843,0.0104868876397124,0.373547231491131,0.412331063420932,0.766223751636619,0.019486884846073,0.726931862816457,0.804348246213393,0.587476677559695,0.0298216217929421,0.528429996962394,0.646976124144168,0.647185023671251,0.0268318542014965,0.590729763193177,0.697615087549574,0.891350498285844,0.0226691543827573,0.845642120538957,0.935700842640633,0.795017031902049,0.0403568314282931,0.715110682347663,0.87553609798633,0.39566758016051,0.0443887888525155,0.296496459716377,0.47498970676955,-0.271270990196275,-0.212523322440305,-0.00498296809795129,0.333970661766506,0.253068775055408,0.0015513315446668,1
31,"sc031_q025_rb10_micro-moderate_r280_block_targeted","core",0.25,10,"moderate",0.2,0.8,1,0.333333333333333,0.533333333333333,1.33333333333333,50,10,0.8,"block_targeted",200,500,40,5,0.25,0,0.25,0.25,0.25,0,0.25,0.25,0.250383606968493,0.0141636753749713,0.227121775173195,0.27954477318828,10,0,10,10,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.533333333333333,0,0.533333333333333,0.533333333333333,1.33333333333333,0,1.33333333333333,1.33333333333333,50,0,50,50,10,0,10,10,0.8,0,0.8,0.8,1.33333333333333,0,1.33333333333333,1.33333333333333,1.33544865092971,0.0741361359622028,1.19241502217802,1.46764198516872,0.261051456779261,0,0.261051456779261,0.261051456779261,0.265091731539069,0.0211516837925359,0.225794984583002,0.303088722053277,NA,NA,NA,NA,0.738948543220739,0,0.738948543220739,0.738948543220739,0.554211407415554,0,0.554211407415554,0.554211407415554,0.551178597588902,0.0215865469436109,0.506709198284227,0.596909492282009,0,0,0,0,0.665650597920044,0.0207768378024186,0.624453828297077,0.704819954074686,0.443520237115435,0.0274982049286912,0.389942605514788,0.496771167810601,0.866081255106163,0.0252157014674728,0.822169700922404,0.91135360754916,0.767754307506582,0.0155472524759296,0.740185007040638,0.800236302661036,0.589687185169163,0.0239049312586531,0.547874001877403,0.640378140202832,0.64615285484143,0.0198471504855959,0.603105615788425,0.680027579569374,0.894427190999916,9.82982963111235e-17,0.894427190999916,0.894427190999916,0.8,1.86075671766396e-16,0.8,0.8,0.393495575119303,0.010556029206639,0.372300245609688,0.413974728009246,0.768627103790746,0.0239910257962712,0.72105717172762,0.81385598043048,0.591360316153913,0.036664273238255,0.519923474019718,0.662361557080801,0.645177447038034,0.0338800928625506,0.585344289995163,0.705146591830729,0.89414632539974,0.0279088357052606,0.838808073932954,0.946761219735272,0.800272659820729,0.04961681510116,0.7035990243023,0.896356807463034,0.391338809436201,0.0566975490259659,0.285594542259681,0.485982829221107,-0.356479762884565,-0.208639683846087,0.000272659820728549,0.472585679986861,0.251681871918731,-0.00215676568310208,1
32,"sc032_q040_rb10_micro-moderate_r280_block_targeted","core",0.4,10,"moderate",0.2,0.8,1,0.666666666666667,0.866666666666667,1.66666666666667,50,10,0.8,"block_targeted",200,500,40,5,0.4,0,0.4,0.4,0.4,0,0.4,0.4,0.402003465242416,0.0268883078764467,0.357146747658623,0.454066606283465,10,0,10,10,0.2,0,0.2,0.2,0.8,0,0.8,0.8,1,0,1,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0.866666666666667,0,0.866666666666667,0.866666666666667,1.66666666666667,0,1.66666666666667,1.66666666666667,50,0,50,50,10,0,10,10,0.8,0,0.8,0.8,1.66666666666667,0,1.66666666666667,1.66666666666667,1.66573973860448,0.111363931773354,1.46821611764051,1.86665530433026,0.261051456779261,0,0.261051456779261,0.261051456779261,0.265577151537311,0.0193132883853691,0.23082174805167,0.307223982055572,NA,NA,NA,NA,0.738948543220739,0,0.738948543220739,0.738948543220739,0.443369125932443,0,0.443369125932443,0.443369125932443,0.441570481047228,0.0230087387210229,0.401579180098261,0.4881504660405,0,0,0,0,0.592571841276729,0.0295998651277487,0.537191858941319,0.646932760654296,0.352013158329596,0.0348894380477177,0.288575098440356,0.418521997001387,1.04261037773121,0.035073358512409,0.967629938476995,1.10448058120549,0.765702518519724,0.0155912508255751,0.739093493729697,0.792652417547778,0.586542218534242,0.0238477915567308,0.546259211271011,0.628297897926712,0.648821928474224,0.0205231965189954,0.607950545139881,0.685768148932982,0.894427190999916,8.90407227269004e-17,0.894427190999916,0.894427190999916,0.8,1.6338881638468e-16,0.8,0.8,0.393813026975983,0.00951478914564939,0.374211834633565,0.413119667807132,0.765006957565412,0.0382132615632522,0.693511707799311,0.835186602710025,0.586688597215993,0.0581490634128628,0.480958497400594,0.697536661668978,0.646778119344895,0.0573430757762884,0.519269465735755,0.743780372733214,0.889934997918796,0.0444536072691279,0.806764349178183,0.971575199668691,0.79395054310397,0.0786916273755919,0.650868726669811,0.94395836904791,0.392176257427622,0.0980495054858336,0.136201079044299,0.541585851078632,-0.447986841670404,-0.213311402784007,-0.00604945689603054,0.648797350755229,0.252965092368912,-0.00163676954836106,1
