Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutantCode	AirPollutant	Projection	Longitude	Latitude	Altitude	MeasurementType	MeasurementMethod	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN083			SPO-DESN083_05029_500	SPP-Unknown	SPO_F-DESN083_05029_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5029	BaP in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN083			SPO-DESN083_05419_100	SPP-Unknown	SPO_F-DESN083_05419_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5419	Dibenzo(ah)anthracene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN083			SPO-DESN083_05610_100	SPP-Unknown	SPO_F-DESN083_05610_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5609	Benzo(a)anthracene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN083			SPO-DESN083_05617_100	SPP-Unknown	SPO_F-DESN083_05617_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5616	Benzo(b)fluoranthene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN083			SPO-DESN083_05626_100	SPP-Unknown	SPO_F-DESN083_05626_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5625	Benzo(k)fluoranthene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN083			SPO-DESN083_05655_100	SPP-Unknown	SPO_F-DESN083_05655_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5654	Indeno-(1,2,3-cd)pyrene in PM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN083			SPO-DESN083_05759_100	SPP-Unknown	SPO_F-DESN083_05759_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5759	Benzo(j)fluoranthene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN083			SPO-DESN083_05771_100	SPP-Unknown	SPO_F-DESN083_05771_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5771	EC in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN083			SPO-DESN083_06001_510	SPP-Unknown	SPO_F-DESN083_06001_510_510	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_00005_500	SPP-Unknown	SPO_F-DESN084_00005_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_00005_777	SPP-Unknown	SPO_F-DESN084_00005_777_777	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_00008_500	SPP-Unknown	SPO_F-DESN084_00008_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_00009_100	SPP-Unknown	SPO_F-DESN084_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_00038_500	SPP-Unknown	SPO_F-DESN084_00038_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_05029_500	SPP-Unknown	SPO_F-DESN084_05029_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5029	BaP in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_05419_100	SPP-Unknown	SPO_F-DESN084_05419_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5419	Dibenzo(ah)anthracene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_05610_100	SPP-Unknown	SPO_F-DESN084_05610_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5609	Benzo(a)anthracene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_05617_100	SPP-Unknown	SPO_F-DESN084_05617_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5616	Benzo(b)fluoranthene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_05626_100	SPP-Unknown	SPO_F-DESN084_05626_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5625	Benzo(k)fluoranthene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_05655_100	SPP-Unknown	SPO_F-DESN084_05655_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5654	Indeno-(1,2,3-cd)pyrene in PM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_05759_100	SPP-Unknown	SPO_F-DESN084_05759_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5759	Benzo(j)fluoranthene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_05771_100	SPP-Unknown	SPO_F-DESN084_05771_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5771	EC in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_05772_100	SPP-Unknown	SPO_F-DESN084_05772_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5772	OC in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN084			SPO-DESN084_06001_510	SPP-Unknown	SPO_F-DESN084_06001_510_510	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN085			SPO-DESN085_00001_500	SPP-Unknown	SPO_F-DESN085_00001_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN085			SPO-DESN085_00005_500	SPP-Unknown	SPO_F-DESN085_00005_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN085			SPO-DESN085_00007_500	SPP-Unknown	SPO_F-DESN085_00007_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN085			SPO-DESN085_00008_500	SPP-Unknown	SPO_F-DESN085_00008_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN085			SPO-DESN085_00009_100	SPP-Unknown	SPO_F-DESN085_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN085			SPO-DESN085_00038_500	SPP-Unknown	SPO_F-DESN085_00038_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN085			SPO-DESN085_06001_100	SPP-Unknown	SPO_F-DESN085_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_00005_100	SPP-Unknown	SPO_F-DESN091_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_00005_200	SPP-Unknown	SPO_F-DESN091_00005_200_200	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_00008_100	SPP-Unknown	SPO_F-DESN091_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_00009_100	SPP-Unknown	SPO_F-DESN091_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_00038_100	SPP-Unknown	SPO_F-DESN091_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_05014_100	SPP-Unknown	SPO_F-DESN091_05014_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	Cd in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_05015_100	SPP-Unknown	SPO_F-DESN091_05015_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	Ni in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_05018_100	SPP-Unknown	SPO_F-DESN091_05018_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	As in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_05029_100	SPP-Unknown	SPO_F-DESN091_05029_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5029	BaP in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_05419_100	SPP-Unknown	SPO_F-DESN091_05419_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5419	Dibenzo(ah)anthracene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_05610_100	SPP-Unknown	SPO_F-DESN091_05610_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5609	Benzo(a)anthracene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_05617_100	SPP-Unknown	SPO_F-DESN091_05617_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5616	Benzo(b)fluoranthene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_05626_100	SPP-Unknown	SPO_F-DESN091_05626_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5625	Benzo(k)fluoranthene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_05655_100	SPP-Unknown	SPO_F-DESN091_05655_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5654	Indeno-(1,2,3-cd)pyrene in PM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN091			SPO-DESN091_05759_100	SPP-Unknown	SPO_F-DESN091_05759_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5759	Benzo(j)fluoranthene in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN092			SPO-DESN092_00001_100	SPP-Unknown	SPO_F-DESN092_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN092			SPO-DESN092_00005_100	SPP-Unknown	SPO_F-DESN092_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN092			SPO-DESN092_00007_100	SPP-Unknown	SPO_F-DESN092_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN092			SPO-DESN092_00008_100	SPP-Unknown	SPO_F-DESN092_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN092			SPO-DESN092_00009_100	SPP-Unknown	SPO_F-DESN092_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN092			SPO-DESN092_00038_100	SPP-Unknown	SPO_F-DESN092_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN092			SPO-DESN092_05771_100	SPP-Unknown	SPO_F-DESN092_05771_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5771	EC in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN092			SPO-DESN092_05772_100	SPP-Unknown	SPO_F-DESN092_05772_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5772	OC in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN092			SPO-DESN092_06001_100	SPP-Unknown	SPO_F-DESN092_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN093			SPO-DESN093_00005_100	SPP-Unknown	SPO_F-DESN093_00005_100_200	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN093			SPO-DESN093_00008_100	SPP-Unknown	SPO_F-DESN093_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN093			SPO-DESN093_00009_100	SPP-Unknown	SPO_F-DESN093_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DESN093			SPO-DESN093_00038_100	SPP-Unknown	SPO_F-DESN093_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST001			SPO-DEST001_00007_600	SPP-Unknown	SPO_F-DEST001_00007_600_600	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_00001_500	SPP-Unknown	SPO_F-DEST002_00001_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_00004_500	SPP-Unknown	SPO_F-DEST002_00004_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/4	SPM	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_00005_150	SPP-Unknown	SPO_F-DEST002_00005_150_150	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_00005_777	SPP-Unknown	SPO_F-DEST002_00005_777_777	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_00007_500	SPP-Unknown	SPO_F-DEST002_00007_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_00008_500	SPP-Unknown	SPO_F-DEST002_00008_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_00009_100	SPP-Unknown	SPO_F-DEST002_00009_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/9	NOX as NO2	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_00010_500	SPP-Unknown	SPO_F-DEST002_00010_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_00038_500	SPP-Unknown	SPO_F-DEST002_00038_500_500	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_05012_510	SPP-Unknown	SPO_F-DEST002_05012_510_510	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5012	Pb in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_05014_100	SPP-Unknown	SPO_F-DEST002_05014_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5014	Cd in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_05015_100	SPP-Unknown	SPO_F-DEST002_05015_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5015	Ni in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_05018_100	SPP-Unknown	SPO_F-DEST002_05018_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5018	As in PM10	EPSG:4979	nan	nan	-999							0	0	0
DE	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	http://gdi.uba.de/arcgis/rest/services/inspire/DE.UBA.AQD		STA-DEST002			SPO-DEST002_05029_100	SPP-Unknown	SPO_F-DEST002_05029_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5029	BaP in PM10	EPSG:4979	nan	nan	-999							0	0	0
