Countrycode	Timezone	Namespace	AirQualityNetwork	AirQualityStation	AirQualityStationEoICode	AirQualityStationNatCode	SamplingPoint	SamplingProcess	Sample	AirPollutantCode	AirPollutant	Projection	Longitude	Latitude	Altitude	MeasurementType	MeasurementMethod	AirQualityStationType	AirQualityStationArea	EquivalenceDemonstrated	MeasurementEquipment	InletHeight	BuildingDistance	KerbDistance
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23122	FR23122	FR23122	SPO-FR23122_00001_100	SPP-FR_A_UV-FL_12000	SPO_F-FR23122_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	6	automatic	UV-FL	traffic	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23122	FR23122	FR23122	SPO-FR23122_00005_100	SPP-FR_A_TEOM_09000	SPO_F-FR23122_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	6	automatic	TEOM	traffic	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23122	FR23122	FR23122	SPO-FR23122_00008_100	SPP-FR_A_chemi_02000	SPO_F-FR23122_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	6	automatic	chemi	traffic	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23122	FR23122	FR23122	SPO-FR23122_00010_100	SPP-FR_A_NDIR_07000	SPO_F-FR23122_00010_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	6	automatic	NDIR	traffic	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23122	FR23122	FR23122	SPO-FR23122_06001_100	SPP-FR_A_TEOM_09000	SPO_F-FR23122_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	6	automatic	TEOM	traffic	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23123	FR23123	FR23123	SPO-FR23123_00001_100	SPP-FR_A_UV-FL_12000	SPO_F-FR23123_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	54	automatic	UV-FL	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23123	FR23123	FR23123	SPO-FR23123_00005_100	SPP-FR_A_TEOM_D9099	SPO_F-FR23123_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	54	automatic	TEOM	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23123	FR23123	FR23123	SPO-FR23123_00007_100	SPP-FR_A_UV-P_D9100	SPO_F-FR23123_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	54	automatic	UV-P	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23123	FR23123	FR23123	SPO-FR23123_00008_100	SPP-FR_A_chemi_D9044	SPO_F-FR23123_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	54	automatic	chemi	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23123	FR23123	FR23123	SPO-FR23123_00038_100	SPP-FR_A_chemi_D9044	SPO_F-FR23123_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	54	automatic	chemi	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23123	FR23123	FR23123	SPO-FR23123_06001_100	SPP-FR_A_TEOM_09000	SPO_F-FR23123_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	54	automatic	TEOM	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23124	FR23124	FR23124	SPO-FR23124_00005_100	SPP-FR_A_TEOM_D9099	SPO_F-FR23124_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	143	automatic	TEOM	background	rural			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23124	FR23124	FR23124	SPO-FR23124_00007_100	SPP-FR_A_UV-P_D9069	SPO_F-FR23124_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	143	automatic	UV-P	background	rural			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23124	FR23124	FR23124	SPO-FR23124_00008_100	SPP-FR_A_chemi_D9053	SPO_F-FR23124_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	143	automatic	chemi	background	rural			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23124	FR23124	FR23124	SPO-FR23124_00038_100	SPP-FR_A_chemi_D9053	SPO_F-FR23124_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	143	automatic	chemi	background	rural			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23124	FR23124	FR23124	SPO-FR23124_06001_100	SPP-FR_A_TEOM_D9038	SPO_F-FR23124_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	143	automatic	TEOM	background	rural			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23125	FR23125	FR23125	SPO-FR23125_00007_100	SPP-FR_A_UV-P_11000	SPO_F-FR23125_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	27	automatic	UV-P	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23125	FR23125	FR23125	SPO-FR23125_00008_100	SPP-FR_A_chemi_02000	SPO_F-FR23125_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	27	automatic	chemi	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23126	FR23126	FR23126	SPO-FR23126_00007_100	SPP-FR_A_UV-P_11000	SPO_F-FR23126_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	35	automatic	UV-P	background	suburban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23128	FR23128	FR23128	SPO-FR23128_00007_100	SPP-FR_A_UV-P_11000	SPO_F-FR23128_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	9	automatic	UV-P	background	suburban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23129	FR23129	FR23129	SPO-FR23129_00001_100	SPP-FR_A_UV-FL_12000	SPO_F-FR23129_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	26	automatic	UV-FL	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23129	FR23129	FR23129	SPO-FR23129_00005_100	SPP-FR_A_TEOM_09000	SPO_F-FR23129_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	26	automatic	TEOM	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23129	FR23129	FR23129	SPO-FR23129_00007_100	SPP-FR_A_UV-P_11000	SPO_F-FR23129_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	26	automatic	UV-P	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23129	FR23129	FR23129	SPO-FR23129_00008_100	SPP-FR_A_chemi_02000	SPO_F-FR23129_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	26	automatic	chemi	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23129	FR23129	FR23129	SPO-FR23129_00038_100	SPP-FR_A_chemi_02000	SPO_F-FR23129_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	26	automatic	chemi	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23131	FR23131	FR23131	SPO-FR23131_00001_100	SPP-FR_A_UV-FL_12000	SPO_F-FR23131_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	85	automatic	UV-FL	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23131	FR23131	FR23131	SPO-FR23131_00005_100	SPP-FR_A_TEOM_09000	SPO_F-FR23131_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	85	automatic	TEOM	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23131	FR23131	FR23131	SPO-FR23131_00007_100	SPP-FR_A_UV-P_11000	SPO_F-FR23131_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	85	automatic	UV-P	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23131	FR23131	FR23131	SPO-FR23131_00008_100	SPP-FR_A_chemi_02000	SPO_F-FR23131_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	85	automatic	chemi	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23131	FR23131	FR23131	SPO-FR23131_00038_100	SPP-FR_A_chemi_02000	SPO_F-FR23131_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	85	automatic	chemi	background	urban			5	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23131	FR23131	FR23131	SPO-FR23131_06001_100	SPP-FR_A_TEOM_09000	SPO_F-FR23131_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	85	automatic	TEOM	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23137	FR23137	FR23137	SPO-FR23137_00001_100	SPP-FR_A_UV-FL_12000	SPO_F-FR23137_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	21	automatic	UV-FL	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23137	FR23137	FR23137	SPO-FR23137_00005_100	SPP-FR_A_TEOM_09000	SPO_F-FR23137_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	21	automatic	TEOM	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23137	FR23137	FR23137	SPO-FR23137_00007_100	SPP-FR_A_UV-P_11000	SPO_F-FR23137_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	21	automatic	UV-P	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23137	FR23137	FR23137	SPO-FR23137_00008_100	SPP-FR_A_chemi_02000	SPO_F-FR23137_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	21	automatic	chemi	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23137	FR23137	FR23137	SPO-FR23137_00038_100	SPP-FR_A_chemi_02000	SPO_F-FR23137_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	21	automatic	chemi	background	urban			5	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23137	FR23137	FR23137	SPO-FR23137_06001_100	SPP-FR_A_TEOM_09000	SPO_F-FR23137_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	21	automatic	TEOM	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23138	FR23138	FR23138	SPO-FR23138_00007_100	SPP-FR_A_UV-P_11000	SPO_F-FR23138_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	60	automatic	UV-P	background	suburban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23140	FR23140	FR23140	SPO-FR23140_00005_100	SPP-FR_A_TEOM_D9038	SPO_F-FR23140_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	6	automatic	TEOM	traffic	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23140	FR23140	FR23140	SPO-FR23140_00008_100	SPP-FR_A_chemi_D9044	SPO_F-FR23140_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	6	automatic	chemi	traffic	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23140	FR23140	FR23140	SPO-FR23140_00010_100	SPP-FR_A_NDIR_D9101	SPO_F-FR23140_00010_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	6	automatic	NDIR	traffic	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23140	FR23140	FR23140	SPO-FR23140_00020_100	SPP-FR_A_5060050600	SPO_F-FR23140_00020_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/20	C6H6	EPSG:4979	nan	nan	6	automatic	other	traffic	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23140	FR23140	FR23140	SPO-FR23140_00038_100	SPP-FR_A_chemi_D9044	SPO_F-FR23140_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	6	automatic	chemi	traffic	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23140	FR23140	FR23140	SPO-FR23140_06001_100	SPP-FR_A_TEOM_D9038	SPO_F-FR23140_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	6	automatic	TEOM	traffic	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23143	FR23143	FR23143	SPO-FR23143_00005_100	SPP-FR_A_TEOM_09000	SPO_F-FR23143_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	10	automatic	TEOM	traffic	urban			-999	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23143	FR23143	FR23143	SPO-FR23143_00008_100	SPP-FR_A_chemi_02000	SPO_F-FR23143_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	10	automatic	chemi	traffic	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23143	FR23143	FR23143	SPO-FR23143_00010_100	SPP-FR_A_NDIR_07000	SPO_F-FR23143_00010_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/10	CO	EPSG:4979	nan	nan	10	automatic	NDIR	traffic	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23149	FR23149	FR23149	SPO-FR23149_00001_100	SPP-FR_A_UV-FL_D9046	SPO_F-FR23149_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	4	automatic	UV-FL	industrial	rural			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23150	FR23150	FR23150	SPO-FR23150_00001_100	SPP-FR_A_UV-FL_12000	SPO_F-FR23150_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	33	automatic	UV-FL	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23150	FR23150	FR23150	SPO-FR23150_00005_100	SPP-FR_A_TEOM_09000	SPO_F-FR23150_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	33	automatic	TEOM	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23150	FR23150	FR23150	SPO-FR23150_00007_100	SPP-FR_A_UV-P_D9069	SPO_F-FR23150_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	33	automatic	UV-P	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23150	FR23150	FR23150	SPO-FR23150_00008_100	SPP-FR_A_chemi_D9053	SPO_F-FR23150_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	33	automatic	chemi	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23150	FR23150	FR23150	SPO-FR23150_00038_100	SPP-FR_A_chemi_D9053	SPO_F-FR23150_00038_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	33	automatic	chemi	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23152	FR23152	FR23152	SPO-FR23152_00001_100	SPP-FR_A_UV-FL_12000	SPO_F-FR23152_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	72	automatic	UV-FL	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23152	FR23152	FR23152	SPO-FR23152_00005_100	SPP-FR_A_TEOM_D9038	SPO_F-FR23152_00005_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/5	PM10	EPSG:4979	nan	nan	72	automatic	TEOM	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23152	FR23152	FR23152	SPO-FR23152_00007_100	SPP-FR_A_UV-P_D9100	SPO_F-FR23152_00007_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/7	O3	EPSG:4979	nan	nan	72	automatic	UV-P	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23152	FR23152	FR23152	SPO-FR23152_00008_100	SPP-FR_A_chemi_D9044	SPO_F-FR23152_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	72	automatic	chemi	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23152	FR23152	FR23152	SPO-FR23152_00038_1	SPP-FR_A_chemi_D9044	SPO_F-FR23152_00038_1_1	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/38	NO	EPSG:4979	nan	nan	72	automatic	chemi	background	urban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23152	FR23152	FR23152	SPO-FR23152_06001_100	SPP-FR_A_TEOM_09000	SPO_F-FR23152_06001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001	PM2.5	EPSG:4979	nan	nan	72	automatic	TEOM	background	urban			3	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23153	FR23153	FR23153	SPO-FR23153_00001_100	SPP-FR_A_UV-FL_D9097	SPO_F-FR23153_00001_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/1	SO2	EPSG:4979	nan	nan	4	automatic	UV-FL	industrial	suburban			4	-999	-999
FR	http://dd.eionet.europa.eu/vocabulary/aq/timezone/UTC+01	FR.LCSQA-INERIS.AQ	NET-FR035A	STA-FR23153	FR23153	FR23153	SPO-FR23153_00008_100	SPP-FR_A_chemi_D9053	SPO_F-FR23153_00008_100_100	http://dd.eionet.europa.eu/vocabulary/aq/pollutant/8	NO2	EPSG:4979	nan	nan	4	automatic	chemi	industrial	suburban			4	-999	-999
